Inc: IA No,Inc: Incident type,Inc: Occurred date,Inc: Occurred time,OffSnp: Link type,OffSnp: Org: Net area,OffSnp: Title/rank,Off: Race,Off: Gender,OffSnp: Age,OffSnp: Years employed,UOF: Officer condition/injury,OffSnp: Body worn camera,UOF: Type of force used,UOF: Reason for using force,UOF: Citizen condition/injury,UOF: Citizen was arrested (y/n),Cit: Charge,Inc: Service rendered,UOF: Officer assessment of cit condition,Inc: CIT: Citizen behaviors,Cit: Race,Cit: Gender,CitSnp: Age
F18-059,Use of force,03/24/2018,16:04,Officer,"SUN, MON, TUES",Police Sergeant,Hispanic,Male,26,3,No injuries noted or visible,,Cond Elect Weapon-CEW,Resisting without Violence,No injuries noted or visible,No,Obstruction,Self Initiated,Physical - Active,,Hispanic,Male,44
F18-060,Use of force,03/24/2018,21:40,Officer,"SUN, MON, TUES",Police Officer,Hispanic,Male,28,4,No injuries noted or visible,,Other Type Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Special Event,Intoxicated,,White,Male,22
F18-060,Use of force,03/24/2018,21:40,Officer,"SUN, MON, TUES",Police Officer,Hispanic,Male,28,4,No injuries noted or visible,,Other Type Force,Battery - LEO,Facial Injury,Yes,Disorderly Intoxication,Special Event,Intoxicated,,White,Male,22
F18-061,Use of force,03/25/2018,16:20,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Disturbance,Arm Injury,No,,Disturbance,Physical - Active,,Hispanic,Female,23
F18-061,Use of force,03/25/2018,16:20,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Disturbance,Rescue Treated - Transported,No,,Disturbance,Physical - Active,,Hispanic,Female,23
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Narcotics - Posession,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Resistance with violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Resistance without violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Traffic Related Offenses,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Narcotics - Posession,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Resistance with violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Resistance without violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Traffic Related Offenses,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Head Injury,Yes,Narcotics - Posession,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Head Injury,Yes,Resistance with violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Head Injury,Yes,Resistance without violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Head Injury,Yes,Traffic Related Offenses,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Rescue Treated On Scene,Yes,Narcotics - Posession,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Rescue Treated On Scene,Yes,Resistance with violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Rescue Treated On Scene,Yes,Resistance without violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,24,2,Hand Injury,Body Worn Camera - Captured,Accidental ECD,Resisting without Violence,Rescue Treated On Scene,Yes,Traffic Related Offenses,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Narcotics - Posession,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Resistance with violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Resistance without violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Traffic Related Offenses,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Narcotics - Posession,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Resistance with violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Resistance without violence,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-062,Use of force,02/26/2018,16:31,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,27,1,Hand Injury,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Rescue Treated On Scene,Yes,Traffic Related Offenses,Traffic Related Incident,Physical - Active,,W/Spanish,Male,35
F18-063,Use of force,03/27/2018,22:00,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,39,13,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Domestic Violence,No injuries noted or visible,Yes,Battery - Domestic Violence,Dispatched,Mentally Ill,,Black,Male,27
F18-063,Use of force,03/27/2018,22:00,Officer,"THUR, FRI, SAT",Police Officer,Hispanic,Male,39,13,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Domestic Violence,No injuries noted or visible,Yes,Resistance without violence,Dispatched,Mentally Ill,,Black,Male,27
F18-064,Use of force,03/28/2018,02:11,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,23,2,,,Other Type Force,Battery - LEO,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Intoxicated,,Indian,Male,
F18-064,Use of force,03/28/2018,02:11,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,26,4,Hand Injury,,Physical Force,Battery - LEO,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Intoxicated,,Indian,Male,
F18-065,Use of force,03/28/2018,19:34,Witness,"SAT, SUN, MON",Police Sergeant,Hispanic,Male,51,16,,Body Worn Camera - Not Issued,,Resisting with Violence,No injuries noted or visible,Yes,Resistance with violence,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Witness,"SAT, SUN, MON",Police Sergeant,Hispanic,Male,51,16,,Body Worn Camera - Not Issued,,Resisting with Violence,No injuries noted or visible,Yes,Retail Theft,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,33,,Arm Injury,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Resistance with violence,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,33,,Arm Injury,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Retail Theft,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,33,,Rescue Treated On Scene,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Resistance with violence,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,33,,Rescue Treated On Scene,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Retail Theft,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,33,,Finger Injury,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Resistance with violence,Disturbance,Aggressive Physical,,Black,Male,25
F18-065,Use of force,03/28/2018,19:34,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,33,,Finger Injury,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Retail Theft,Disturbance,Aggressive Physical,,Black,Male,25
F18-066,Use of force,03/29/2018,16:36,Officer,"SAT, SUN, MON",Police Officer,Spanish,Male,32,10,No injuries noted or visible,Body Worn Camera - Captured,Other Type Force,Resisting without Violence,Head Injury,Yes,Narcotics - Posession,Arrest,Drugged,,Hispanic,Male,39
F18-066,Use of force,03/29/2018,16:36,Officer,"SAT, SUN, MON",Police Officer,Spanish,Male,32,10,No injuries noted or visible,Body Worn Camera - Captured,Other Type Force,Resisting without Violence,Head Injury,Yes,Resistance without violence,Arrest,Drugged,,Hispanic,Male,39
F18-066,Use of force,03/29/2018,16:36,Witness,"SAT, SUN, MON",Police Officer,Spanish,Male,34,11,,Body Worn Camera - Captured,,Resisting without Violence,Head Injury,Yes,Narcotics - Posession,Arrest,Drugged,,Hispanic,Male,39
F18-066,Use of force,03/29/2018,16:36,Witness,"SAT, SUN, MON",Police Officer,Spanish,Male,34,11,,Body Worn Camera - Captured,,Resisting without Violence,Head Injury,Yes,Resistance without violence,Arrest,Drugged,,Hispanic,Male,39
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Sergeant,Hispanic,Male,35,14,No injuries noted or visible,Body Worn Camera - Not Issued,ASP,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Sergeant,Hispanic,Male,35,14,No injuries noted or visible,Body Worn Camera - Not Issued,ASP,Battery - LEO,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,26,2,Hand Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,26,2,Hand Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,26,2,First Aid Rendered,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,26,2,First Aid Rendered,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Male,35,2,No injuries noted or visible,,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Male,35,2,No injuries noted or visible,,Physical Force,Battery - LEO,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,26,2,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-067,Use of force,03/27/2018,19:23,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,26,2,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Radio Call,Drugged,,White,Male,24
F18-068,Use of force,04/01/2018,15:19,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Head Injury,Yes,Resistance without violence,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Head Injury,Yes,Warrant,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Taser Marks,Yes,Resistance without violence,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Taser Marks,Yes,Warrant,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Witness,"MON, TUES, WED",Police Officer,Black,Male,28,1,,Body Worn Camera - Not Issued,,Resisting without Violence,Head Injury,Yes,Resistance without violence,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Witness,"MON, TUES, WED",Police Officer,Black,Male,28,1,,Body Worn Camera - Not Issued,,Resisting without Violence,Head Injury,Yes,Warrant,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Witness,"MON, TUES, WED",Police Officer,Black,Male,28,1,,Body Worn Camera - Not Issued,,Resisting without Violence,Taser Marks,Yes,Resistance without violence,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-068,Use of force,04/01/2018,15:19,Witness,"MON, TUES, WED",Police Officer,Black,Male,28,1,,Body Worn Camera - Not Issued,,Resisting without Violence,Taser Marks,Yes,Warrant,Dispatched,Physical - Active,,W/Spanish,Male,34
F18-069,Use of force,04/06/2018,02:04,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,29,2,Hand Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,17
F18-069,Use of force,04/06/2018,02:04,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,29,2,Hand Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,No injuries noted or visible,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,17
F18-069,Use of force,04/06/2018,02:04,Witness,"TUES, WED, THUR",Police Officer,Hispanic,Male,25,1,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,17
F18-069,Use of force,04/06/2018,02:04,Witness,"TUES, WED, THUR",Police Officer,Hispanic,Male,25,1,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,17
F18-069,Use of force,04/06/2018,02:04,Witness,"SUN, MON, TUES",Police Officer,Unknown,Female,35,2,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,17
F18-069,Use of force,04/06/2018,02:04,Witness,"SUN, MON, TUES",Police Officer,Unknown,Female,35,2,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,17
F18-070,Use of force,04/06/2018,20:44,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery - Aggravated,Transported To Hospital,Yes,Battery - Law Enforcement Officer,Transport,Physical - Aggressive,,Hispanic,Male,24
F18-070,Use of force,04/06/2018,20:44,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery - Aggravated,Transported To Hospital,Yes,Battery - Aggravated,Transport,Physical - Aggressive,,Hispanic,Male,24
