"Blunt_Object","Category_of_Force_Event__Measured_at_Event_Level","Disposition_Custody","DOW","Firearm","Firearm__Implied","Firearm__Replica","Force_Applied__1","Force_Applied__2","Force_Applied__3","Force_Applied__4","Force_Applied__5","Force_Applied__6","Force_Applied__7","Force_Applied__8","Hour_(6Hr)","Initial_Call_Category","Initial_Call_type","Knife___Edged_Weapon___Stabbing_Instrument","Mental_Health_Crisis__Prior_to_Force,_Perceived_Lack_of_Compliance","Month","Needle___Spit___Bodily_Fluids","No_weapon_(unarmed)","Officer","Officer_Precinct","Officer_Tenure","Other_Weapon","Record_ID","Subject","Subject__Race","Subject__Sex","Subject__Transient","Subject_Age","Subject_Instance","Subject_Resistance__1","Subject_Resistance__2","Subject_Resistance__3","Subject_Resistance__4","Subject_Resistance__5","Subject_Resistance__6","Subject_Resistance__7","Subject_Resistance__8","Type_of_Call","Under_the_Influence_of_Alcohol__Prior_to_Force,_Perceived_Condition","Under_the_Influence_of_Drugs__Prior_to_Force,_Perceived_Condition","Weapon_Present_or_reported_but_not_used_or_threatened_use","Year","Record_Count...48","Record_Count...49","AgeBands","serious","(Intercept)","Officer_PrecinctDetectives","Officer_PrecinctEast_Precinct","Officer_PrecinctFamily_Services","Officer_PrecinctK9","Officer_PrecinctNorth_Precinct","Officer_PrecinctSERT","Officer_PrecinctTOD","Officer_PrecinctTraffic","Officer_PrecinctTraining","Officer_PrecinctTransit_PPB_Only","Subject__RaceAsian","Subject__RaceBlack","Subject__RaceHispanic","Subject__RaceNative_American","Subject__RaceUnknown","Subject__SexFemale","Subject__TransientUnknown","Subject__TransientYes","AgeBands25_34","AgeBands35_44","AgeBands45_54","AgeBands55_65","AgeBands66_100"
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Chemical_Incapacitant___handheld","Chemical_Incapacitant___handheld",NA,NA,NA,NA,NA,NA,"1800_2359","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","April",NA,NA,"882131","East_Precinct","3",NA,"325546741","467645","White","Female","Yes",34,"326014386","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","July",NA,NA,"578502","Training","0",NA,"228548040","509692","White","Female","Yes",40,"229057732","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"0000_0559","Behavioral_Health","ECIT",NA,"Yes","August",NA,"No_weapon_unarmed","269171","East_Precinct","3",NA,"61548308","386505","White","Female","No",52,"61934813","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"0000_0559","Behavioral_Health","ECIT",NA,"Yes","August",NA,"No_weapon_unarmed","777121","East_Precinct","3",NA,"61548308","386505","White","Female","No",52,"61934813","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","July",NA,NA,"175560","Central_Precinct","19",NA,"228548040","509692","White","Female","Yes",40,"229057732","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","Assist","FIRE_RELATED",NA,NA,"January",NA,"No_weapon_unarmed","972240","Central_Precinct","12",NA,"364545841","301261","Black","Male","No",48,"364847102","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","Assist","FIRE_RELATED",NA,NA,"January",NA,"No_weapon_unarmed","337378","Central_Precinct","25",NA,"364545841","301261","Black","Male","No",48,"364847102","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Control_Against_Resistance","Strikes_kicks","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","July",NA,NA,"1020040","Central_Precinct","15",NA,"228548040","509692","White","Female","Yes",40,"229057732","Active","Aggressive","Active",NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","348979","North_Precinct","22",NA,"457548862","562410","White","Male","No",30,"458111272","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","1028451","Training","1",NA,"457548862","562410","White","Male","No",30,"458111272","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance","Resisted_HC","Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,"1200_1759","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","July",NA,NA,"562900","Central_Precinct","16",NA,"228548040","509692","White","Female","Yes",40,"229057732","Active","Active","Active","Active","Active",NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","777121","East_Precinct","4",NA,"216549320","4171741","White","Male","No",35,"220721061","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"III","Release_to_Medical","Wednesday",NA,NA,NA,"Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","948240","North_Precinct","13",NA,"457548862","562410","White","Male","No",30,"458111272","Aggressive","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Arrest_Cited","Thursday",NA,NA,NA,"PIT___VIS","Box_in_VIS",NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___INJURY",NA,NA,"December",NA,"No_weapon_unarmed","791721","Central_Precinct","6",NA,"52549528","1160064","White","Male","No",31,"53709592","Passive","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Baton___pry",NA,NA,NA,NA,NA,NA,NA,"0600_1159","TriMet","TRIMET_INCIDENT___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"318368","Transit_PPB_Only","26",NA,"120548119","455723","Black","Male","Yes",27,"121003842","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___WITH_WEAPON_*H",NA,NA,"February",NA,NA,"776720","Central_Precinct","16",NA,"998546097","411449","Black","Male","Yes",37,"998957546","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","TriMet","TRIMET_INCIDENT___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"440991","Central_Precinct","5",NA,"120548119","455723","Black","Male","Yes",27,"121003842","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","954741","East_Precinct","8",NA,"1001548937","397476","White","Male","No",39,"1001946413","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","500492","North_Precinct","1",NA,"1001548937","397476","White","Male","No",39,"1001946413","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","TriMet","TRIMET_INCIDENT___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"843230","Central_Precinct","13",NA,"120548119","455723","Black","Male","Yes",27,"121003842","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance","Control_Against_Resistance","Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,"0600_1159","TriMet","TRIMET_INCIDENT___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"603800","Central_Precinct","16",NA,"120548119","455723","Black","Male","Yes",27,"121003842","Aggressive","Aggressive","Aggressive","Aggressive","Aggressive",NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Area_Premise_Check","PREMISE_CHECK",NA,NA,"August",NA,"No_weapon_unarmed","958540","North_Precinct","12",NA,"519548323","394659","White","Male","Yes",42,"519942982","Aggressive","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Control_Against_Resistance","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Area_Premise_Check","PREMISE_CHECK",NA,NA,"August",NA,"No_weapon_unarmed","227170","North_Precinct","14",NA,"519548323","394659","White","Male","Yes",42,"519942982","Aggressive","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___WITH_WEAPON_*H",NA,NA,"February",NA,NA,"311971","Central_Precinct","4",NA,"998546097","411449","Black","Male","Yes",37,"998957546","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___WITH_WEAPON_*H",NA,NA,"February",NA,NA,"498589","Central_Precinct","18",NA,"998546097","411449","Black","Male","Yes",37,"998957546","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Resisted_HC","Takedown_IV","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","TriMet","TRIMET_INCIDENT___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"809721","Central_Precinct","8",NA,"120548119","455723","Black","Male","Yes",27,"121003842","Aggressive","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Alarm","ALARM___AUDIBLE",NA,NA,"July",NA,"No_weapon_unarmed","777121","East_Precinct","3",NA,"177547839","428203","White","Female","Yes",56,"177976042","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Traffic_Stop","TRAFFIC_STOP",NA,NA,"March",NA,NA,"612800","TOD","16",NA,"393546531","262817","Black","Male","No",40,"393809348","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated","Yes",NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Vice","VICE_DRUGS,_LIQUOR,_PROSTITUTION,_GAMBLING",NA,NA,"December",NA,"No_weapon_unarmed","937241","East_Precinct","3",NA,"476552502","556653","Black","Male","No",27,"477109155","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Arrest_Felony","Thursday",NA,NA,NA,"Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___WITH_WEAPON_*H",NA,NA,"February",NA,NA,"439190","Central_Precinct","13",NA,"998546097","411449","Black","Male","Yes",37,"998957546","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Subject_Stop","PERSON_CONTACT_86",NA,NA,"March",NA,"No_weapon_unarmed","554201","Central_Precinct","2",NA,"818546526","282686","White","Male","Yes",46,"818829212","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Subject_Stop","PERSON_CONTACT_86",NA,NA,"March",NA,"No_weapon_unarmed","327581","Central_Precinct","5",NA,"818546526","282686","White","Male","Yes",46,"818829212","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","752121","Central_Precinct","3",NA,"776548255","3926380","Black","Female","No",21,"780474635","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","18_24",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___NON_INJURY",NA,NA,"January",NA,"No_weapon_unarmed","667208","North_Precinct","27",NA,"418545772","3520437","Asian","Male","No",31,"422066209","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance","Strikes_kicks","Resisted_HC",NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___NON_INJURY",NA,NA,"January",NA,"No_weapon_unarmed","948240","North_Precinct","12",NA,"418545772","3520437","Asian","Male","No",31,"422066209","Active","Aggressive","Active",NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance","Takedown_II_and_III",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","916631","Central_Precinct","9",NA,"776548255","3926380","Black","Female","No",21,"780474635","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","18_24",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Control_Against_Resistance","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","1053849","Central_Precinct","18",NA,"776548255","3926380","Black","Female","No",21,"780474635","Active","Active","Active",NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","18_24",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","899431","Traffic","1",NA,"557548253","3537504","White","Male","Yes",46,"561085757","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Subject_Stop","PERSON_CONTACT_86",NA,NA,"March",NA,"No_weapon_unarmed","311971","Central_Precinct","4",NA,"818546526","282686","White","Male","Yes",46,"818829212","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"April",NA,"No_weapon_unarmed","554201","Central_Precinct","2",NA,"799547085","275010","White","Male","Yes",37,"799822095","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"April",NA,"No_weapon_unarmed","311971","Central_Precinct","4",NA,"799547085","275010","White","Male","Yes",37,"799822095","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","557200","East_Precinct","13",NA,"557548253","3537504","White","Male","Yes",46,"561085757","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","646809","East_Precinct","23",NA,"557548253","3537504","White","Male","Yes",46,"561085757","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Subject_Stop","PERSON_CONTACT_86",NA,NA,"May",NA,"No_weapon_unarmed","501691","Central_Precinct","8",NA,"504547172","3892080","White","Female","Yes",54,"508439252","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___COLD",NA,NA,"January",NA,"No_weapon_unarmed","1056551","Central_Precinct","4",NA,"682545774","1953164","White","Male","No",29,"684498938","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","544502","East_Precinct","0",NA,"557548253","3537504","White","Male","Yes",46,"561085757","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"April",NA,"No_weapon_unarmed","393278","Central_Precinct","26",NA,"799547085","275010","White","Male","Yes",37,"799822095","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"III","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Takedown_II_and_III","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"May",NA,"No_weapon_unarmed","501691","Central_Precinct","8",NA,"535547263","636997","White","Male","Yes",48,"536184260","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
